,Paths,features0,features1,features2,Type,Labels,Predictions,Confidence,Errors,Accuracy
13,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02101556-clumber/n02101556_4746.jpg,6.078749,3.4573393,6.963361,TRAIN,Clumber,Clumber,99.653971195221,Correct,1
14,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099267-flat-coated_retriever/n02099267_4278.jpg,-4.553492,-4.3560667,-10.606937,TRAIN,Flat,Flat,99.7928977012634,Correct,1
15,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02108551-Tibetan_mastiff/n02108551_3305.jpg,1.7627667,-1.1500814,-11.6879425,TRAIN,Tibetan Mastiff,Tibetan Mastiff,99.5242774486541,Correct,1
16,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02092339-Weimaraner/n02092339_7959.jpg,6.3063107,2.2208636,-5.5195236,TRAIN,Weimaraner,Weimaraner,99.474573135376,Correct,1
17,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02109525-Saint_Bernard/n02109525_393.jpg,7.779832,-8.41632,-0.62366587,TRAIN,Saint Bernard,Saint Bernard,99.8907446861267,Correct,1
18,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02090721-Irish_wolfhound/n02090721_6453.jpg,5.3832073,7.694811,-7.949934,TRAIN,Irish Wolfhound,Irish Wolfhound,99.9111950397492,Correct,1
19,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111277-Newfoundland/n02111277_5898.jpg,-0.12449313,1.1582234,-9.489267,TRAIN,Newfoundland,Newfoundland,99.155867099762,Correct,1
20,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02105251-briard/n02105251_685.jpg,-10.5275755,8.909787,-4.7471676,TRAIN,Briard,Briard,98.029237985611,Correct,1
21,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091467-Norwegian_elkhound/n02091467_7363.jpg,5.0978365,5.207381,-13.792126,TRAIN,Norwegian Elkhound,Norwegian Elkhound,99.8763799667358,Correct,1
22,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093754-Border_terrier/n02093754_6061.jpg,-14.413698,5.3191338,0.17348278,TRAIN,Border Terrier,Border Terrier,99.9139308929443,Correct,1
23,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110627-affenpinscher/n02110627_3730.jpg,-1.9512206,6.2899528,-8.877596,TRAIN,Affenpinscher,Affenpinscher,99.6329128742218,Correct,1
24,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02101556-clumber/n02101556_7987.jpg,5.515516,3.5893164,8.6654625,TRAIN,Clumber,Clumber,99.7863233089447,Correct,1
25,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107312-miniature_pinscher/n02107312_2945.jpg,-5.059681,-13.978968,-2.7113943,TRAIN,Miniature Pinscher,Miniature Pinscher,99.8807907104492,Correct,1
26,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091635-otterhound/n02091635_3466.jpg,-8.891725,3.420711,1.0826814,TRAIN,Otterhound,Otterhound,99.9176204204559,Correct,1
27,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02101388-Brittany_spaniel/n02101388_3003.jpg,10.121294,-10.085662,7.713444,TRAIN,Brittany Spaniel,Brittany Spaniel,99.6331036090851,Correct,1
28,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111889-Samoyed/n02111889_3988.jpg,13.066996,6.2445455,3.4779108,TRAIN,Samoyed,Samoyed,99.6967613697052,Correct,1
29,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093754-Border_terrier/n02093754_687.jpg,-14.177449,6.8122354,-0.544384,TRAIN,Border Terrier,Border Terrier,99.8003423213959,Correct,1
30,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02101556-clumber/n02101556_488.jpg,5.853412,3.4302511,7.025196,TRAIN,Clumber,Clumber,98.5202252864838,Correct,1
31,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02112137-chow/n02112137_10457.jpg,-0.20571062,3.3039834,14.673256,TRAIN,Chow,Chow,99.9780118465424,Correct,1
32,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02096294-Australian_terrier/n02096294_8721.jpg,-10.032725,4.8724513,12.31161,TRAIN,Australian Terrier,Australian Terrier,99.5264053344727,Correct,1
33,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088364-beagle/n02088364_9652.jpg,2.5662978,-12.2822485,5.535578,TRAIN,Beagle,Beagle,99.12468791008,Correct,1
34,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091831-Saluki/n02091831_878.jpg,-0.43999562,-3.13357,5.881669,TRAIN,Saluki,Saluki,99.9151110649109,Correct,1
35,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02113186-Cardigan/n02113186_7353.jpg,6.7708945,-4.178363,-3.738928,TRAIN,Cardigan,Cardigan,99.9034523963928,Correct,1
36,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02113799-standard_poodle/n02113799_2932.jpg,-2.4701564,8.170318,-1.2513351,TRAIN,Standard Poodle,Standard Poodle,98.8178551197052,Correct,1
37,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02090721-Irish_wolfhound/n02090721_3555.jpg,4.7930994,7.375551,-7.9443393,TRAIN,Irish Wolfhound,Irish Wolfhound,99.8959541320801,Correct,1
38,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099712-Labrador_retriever/n02099712_1987.jpg,1.049955,2.3376465,7.002485,TRAIN,Labrador Retriever,Labrador Retriever,99.9684810638428,Correct,1
39,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02105162-malinois/n02105162_957.jpg,-11.732805,-4.5985603,0.7828775,TRAIN,Malinois,Malinois,99.8905897140503,Correct,1
40,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02094433-Yorkshire_terrier/n02094433_2759.jpg,-6.972858,3.320753,10.582454,TRAIN,Yorkshire Terrier,Yorkshire Terrier,98.6406147480011,Correct,1
41,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088238-basset/n02088238_2009.jpg,5.848365,-12.628841,2.4509072,TRAIN,Basset,Basset,99.4645595550537,Correct,1
42,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091244-Ibizan_hound/n02091244_4367.jpg,2.4814425,-10.400889,12.017766,TRAIN,Ibizan Hound,Ibizan Hound,99.9727189540863,Correct,1
43,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02106166-Border_collie/n02106166_1684.jpg,14.420186,-4.4416814,-2.6558282,TRAIN,Border Collie,Border Collie,99.6198356151581,Correct,1
44,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02101006-Gordon_setter/n02101006_2468.jpg,-9.966097,-8.669339,-10.096728,TRAIN,Gordon Setter,Gordon Setter,99.7959613800049,Correct,1
45,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02096294-Australian_terrier/n02096294_2118.jpg,-9.057688,4.154594,12.789452,TRAIN,Australian Terrier,Australian Terrier,99.7772514820099,Correct,1
46,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02092002-Scottish_deerhound/n02092002_5246.jpg,-1.9478322,10.582834,-12.326811,TRAIN,Scottish Deerhound,Scottish Deerhound,99.8629093170166,Correct,1
47,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111277-Newfoundland/n02111277_5956.jpg,1.0476425,2.0652359,-8.696577,TRAIN,Newfoundland,Newfoundland,98.8460898399353,Correct,1
48,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02086910-papillon/n02086910_3769.jpg,13.495888,-1.5832947,6.928084,TRAIN,Papillon,Papillon,99.8009502887726,Correct,1
49,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02090721-Irish_wolfhound/n02090721_6219.jpg,5.437863,6.948106,-7.3260794,TRAIN,Irish Wolfhound,Irish Wolfhound,99.3434906005859,Correct,1
50,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097047-miniature_schnauzer/n02097047_1327.jpg,-2.3995748,14.368142,-6.813662,TRAIN,Miniature Schnauzer,Miniature Schnauzer,99.9197423458099,Correct,1
51,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02087046-toy_terrier/n02087046_5541.jpg,-1.3382366,-14.368962,1.0426972,TRAIN,Toy Terrier,Toy Terrier,99.9120652675629,Correct,1
52,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093859-Kerry_blue_terrier/n02093859_2480.jpg,-8.860133,5.111352,-12.317795,TRAIN,Kerry Blue Terrier,Kerry Blue Terrier,99.6496975421906,Correct,1
53,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091467-Norwegian_elkhound/n02091467_3767.jpg,4.5307693,7.245407,-13.405031,TRAIN,Norwegian Elkhound,Norwegian Elkhound,99.8316645622253,Correct,1
54,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088364-beagle/n02088364_17766.jpg,2.7177715,-12.142559,4.6760106,TRAIN,Beagle,Beagle,99.8721063137054,Correct,1
55,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088094-Afghan_hound/n02088094_3531.jpg,-6.387808,5.648699,-2.281978,TRAIN,Afghan Hound,Afghan Hound,99.5555698871612,Correct,1
56,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097047-miniature_schnauzer/n02097047_2605.jpg,-0.8310987,13.910317,-5.4994187,TRAIN,Miniature Schnauzer,Miniature Schnauzer,99.9567329883575,Correct,1
57,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02112018-Pomeranian/n02112018_1158.jpg,5.1581717,1.3914982,14.964964,TRAIN,Pomeranian,Pomeranian,99.6215999126434,Correct,1
58,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097658-silky_terrier/n02097658_349.jpg,-11.760273,4.9462237,6.783774,TRAIN,Silky Terrier,Silky Terrier,99.8229205608368,Correct,1
59,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02116738-African_hunting_dog/n02116738_2600.jpg,6.406558,-0.58044165,-15.646772,TRAIN,African Hunting Dog,African Hunting Dog,99.9014019966126,Correct,1
60,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088632-bluetick/n02088632_255.jpg,3.2904797,-8.189688,-5.3604655,TRAIN,Bluetick,Bluetick,99.9027371406555,Correct,1
61,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02096294-Australian_terrier/n02096294_1586.jpg,-9.242131,5.457199,12.236239,TRAIN,Australian Terrier,Australian Terrier,99.5721936225891,Correct,1
62,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02098413-Lhasa/n02098413_6113.jpg,1.49792,8.826676,2.8323798,TRAIN,Lhasa,Lhasa,99.6523320674896,Correct,1
63,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02102973-Irish_water_spaniel/n02102973_2220.jpg,-13.380977,4.9678884,-7.457037,TRAIN,Irish Water Spaniel,Irish Water Spaniel,99.4912505149841,Correct,1
64,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02087394-Rhodesian_ridgeback/n02087394_10683.jpg,-7.639923,-11.343761,4.824913,TRAIN,Rhodesian Ridgeback,Rhodesian Ridgeback,99.8083233833313,Correct,1
65,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02105251-briard/n02105251_8161.jpg,-10.589798,10.255581,-3.4973168,TRAIN,Briard,Briard,99.7165381908417,Correct,1
66,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093647-Bedlington_terrier/n02093647_684.jpg,9.77894,9.728784,-5.254563,TRAIN,Bedlington Terrier,Bedlington Terrier,99.8683154582977,Correct,1
67,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02100236-German_short-haired_pointer/n02100236_1838.jpg,-0.99757326,-7.6667914,-7.456465,TRAIN,German Short,German Short,99.8265206813812,Correct,1
68,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091134-whippet/n02091134_16541.jpg,5.2955656,-2.2057343,1.5408334,TRAIN,Whippet,Whippet,99.5796799659729,Correct,1
69,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088238-basset/n02088238_7741.jpg,6.4795957,-12.678325,3.5129938,TRAIN,Basset,Basset,99.6927440166473,Correct,1
70,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091831-Saluki/n02091831_6757.jpg,-0.4064116,-4.3892794,5.3994455,TRAIN,Saluki,Saluki,99.8857259750366,Correct,1
71,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02102177-Welsh_springer_spaniel/n02102177_3603.jpg,10.3291235,-12.467582,2.2467794,TRAIN,Welsh Springer Spaniel,Welsh Springer Spaniel,99.9259531497955,Correct,1
72,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093754-Border_terrier/n02093754_6221.jpg,-15.327126,6.5474024,1.7190119,TRAIN,Border Terrier,Border Terrier,99.6588230133056,Correct,1
73,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02116738-African_hunting_dog/n02116738_1948.jpg,5.9227414,-1.1778678,-15.848548,TRAIN,African Hunting Dog,African Hunting Dog,99.9457061290741,Correct,1
74,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110185-Siberian_husky/n02110185_9396.jpg,13.6452265,2.3126228,-7.049739,TRAIN,Siberian Husky,Siberian Husky,99.743527173996,Correct,1
75,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091831-Saluki/n02091831_7665.jpg,-0.3264629,-4.1296096,5.1619987,TRAIN,Saluki,Saluki,99.8158991336822,Correct,1
76,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02112137-chow/n02112137_16830.jpg,-0.83878267,4.637366,15.043143,TRAIN,Chow,Chow,99.9491095542908,Correct,1
77,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02100583-vizsla/n02100583_7122.jpg,-7.688393,-6.412971,8.130039,TRAIN,Vizsla,Vizsla,99.7607350349426,Correct,1
78,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02106382-Bouvier_des_Flandres/n02106382_4532.jpg,-8.865255,7.931784,-9.785212,TRAIN,Bouvier Des Flandres,Bouvier Des Flandres,99.7872471809387,Correct,1
79,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02109525-Saint_Bernard/n02109525_12610.jpg,8.663059,-8.0417795,-1.1128551,TRAIN,Saint Bernard,Saint Bernard,99.406886100769,Correct,1
80,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02109961-Eskimo_dog/n02109961_2608.jpg,14.018234,2.3297546,-3.655388,TRAIN,Eskimo Dog,Eskimo Dog,99.2973923683166,Correct,1
81,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02113799-standard_poodle/n02113799_1328.jpg,-3.9741144,8.136628,-2.1154857,TRAIN,Standard Poodle,Standard Poodle,99.5160162448883,Correct,1
82,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02087394-Rhodesian_ridgeback/n02087394_831.jpg,-7.891437,-10.618481,4.5217876,TRAIN,Rhodesian Ridgeback,Rhodesian Ridgeback,99.6790111064911,Correct,1
83,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02086079-Pekinese/n02086079_2935.jpg,8.908317,5.474957,12.399185,TRAIN,Pekinese,Pekinese,99.911230802536,Correct,1
84,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02094433-Yorkshire_terrier/n02094433_3198.jpg,-7.8709326,2.172807,10.52457,TRAIN,Yorkshire Terrier,Yorkshire Terrier,99.780148267746,Correct,1
85,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088632-bluetick/n02088632_3001.jpg,3.594931,-8.147433,-3.988883,TRAIN,Bluetick,Bluetick,99.929666519165,Correct,1
86,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091831-Saluki/n02091831_3054.jpg,-0.6690757,-4.0599127,5.530751,TRAIN,Saluki,Saluki,98.0461716651916,Correct,1
87,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097209-standard_schnauzer/n02097209_1353.jpg,-4.989458,9.559654,-5.9067445,TRAIN,Standard Schnauzer,Standard Schnauzer,99.7829496860504,Correct,1
88,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02102177-Welsh_springer_spaniel/n02102177_2891.jpg,11.015301,-12.464166,3.1541605,TRAIN,Welsh Springer Spaniel,Welsh Springer Spaniel,99.7019469738007,Correct,1
89,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02086240-Shih-Tzu/n02086240_6871.jpg,7.348144,9.893582,0.6104797,TRAIN,Shih,Shih,99.9717533588409,Correct,1
90,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02102040-English_springer/n02102040_6566.jpg,13.476865,-11.241499,-1.9809383,TRAIN,English Springer,English Springer,99.4617879390717,Correct,1
91,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097474-Tibetan_terrier/n02097474_6916.jpg,1.4399606,9.450827,-3.5574536,TRAIN,Tibetan Terrier,Tibetan Terrier,99.4969189167023,Correct,1
92,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091831-Saluki/n02091831_346.jpg,-0.3635776,-4.0704203,5.5144415,TRAIN,Saluki,Saluki,99.6837019920349,Correct,1
93,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110627-affenpinscher/n02110627_11620.jpg,-2.5913258,5.638888,-8.69611,TRAIN,Affenpinscher,Affenpinscher,99.9341309070587,Correct,1
94,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088632-bluetick/n02088632_4360.jpg,3.4931338,-8.145137,-4.359524,TRAIN,Bluetick,Bluetick,99.84090924263,Correct,1
95,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110806-basenji/n02110806_4615.jpg,-2.3608677,-10.455238,6.284303,TRAIN,Basenji,Basenji,99.8616814613342,Correct,1
96,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02112350-keeshond/n02112350_464.jpg,4.182216,13.082389,-8.031501,TRAIN,Keeshond,Keeshond,99.9600350856781,Correct,1
97,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107312-miniature_pinscher/n02107312_5281.jpg,-7.2229934,-13.359609,-0.87879044,TRAIN,Miniature Pinscher,Miniature Pinscher,99.1534292697906,Correct,1
98,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02109047-Great_Dane/n02109047_6265.jpg,1.5209715,-2.568136,-4.675943,TRAIN,Great Dane,Great Dane,99.677985906601,Correct,1
99,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099601-golden_retriever/n02099601_9518.jpg,-0.29058278,0.9636735,10.866989,TRAIN,Golden Retriever,Golden Retriever,99.3677318096161,Correct,1
100,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02113978-Mexican_hairless/n02113978_632.jpg,-5.797162,-4.2947245,-6.2006674,TRAIN,Mexican Hairless,Mexican Hairless,99.9646067619324,Correct,1
101,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091032-Italian_greyhound/n02091032_4705.jpg,1.5777676,-5.798201,-1.2243648,TRAIN,Italian Greyhound,Italian Greyhound,99.7259020805359,Correct,1
102,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02105162-malinois/n02105162_9368.jpg,-12.277894,-4.7826343,0.9438402,TRAIN,Malinois,Malinois,99.9484062194824,Correct,1
103,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091032-Italian_greyhound/n02091032_372.jpg,1.6264925,-7.506896,0.9340995,TRAIN,Italian Greyhound,Italian Greyhound,99.9201476573944,Correct,1
104,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02085936-Maltese_dog/n02085936_2627.jpg,8.617706,8.028648,5.451388,TRAIN,Maltese Dog,Maltese Dog,99.8920917510986,Correct,1
105,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02100236-German_short-haired_pointer/n02100236_2824.jpg,-0.13078772,-7.384545,-7.0658116,TRAIN,German Short,German Short,99.5249629020691,Correct,1
106,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097298-Scotch_terrier/n02097298_3641.jpg,-0.53465015,4.2620263,-14.065776,TRAIN,Scotch Terrier,Scotch Terrier,98.9590585231781,Correct,1
107,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110063-malamute/n02110063_14434.jpg,10.461521,3.984047,-10.801931,TRAIN,Malamute,Malamute,99.2946207523346,Correct,1
108,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02112350-keeshond/n02112350_8391.jpg,4.569079,13.476071,-7.9819894,TRAIN,Keeshond,Keeshond,99.7821688652039,Correct,1
109,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02113023-Pembroke/n02113023_13896.jpg,6.4467845,-4.937301,12.195982,TRAIN,Pembroke,Pembroke,99.3781507015228,Correct,1
110,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02109961-Eskimo_dog/n02109961_1253.jpg,13.270728,3.277808,-2.0674617,TRAIN,Eskimo Dog,Eskimo Dog,99.62238073349,Correct,1
111,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02102318-cocker_spaniel/n02102318_10360.jpg,-3.3402328,1.1472069,5.1318364,TRAIN,Cocker Spaniel,Cocker Spaniel,99.6102452278137,Correct,1
112,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02096437-Dandie_Dinmont/n02096437_4184.jpg,-2.1603305,14.362805,6.873292,TRAIN,Dandie Dinmont,Dandie Dinmont,99.8550832271576,Correct,1
113,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02086910-papillon/n02086910_1475.jpg,13.309757,-1.1096733,6.167729,TRAIN,Papillon,Papillon,99.3205308914185,Correct,1
114,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02108000-EntleBucher/n02108000_2027.jpg,0.91605675,-14.252972,-5.4355445,TRAIN,Entlebucher,Entlebucher,99.9768793582916,Correct,1
115,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02092002-Scottish_deerhound/n02092002_3861.jpg,-1.300015,10.838678,-11.944565,TRAIN,Scottish Deerhound,Scottish Deerhound,99.9118268489838,Correct,1
116,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091244-Ibizan_hound/n02091244_2653.jpg,1.4201238,-11.355543,11.191079,TRAIN,Ibizan Hound,Ibizan Hound,99.9455034732819,Correct,1
117,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099429-curly-coated_retriever/n02099429_2839.jpg,-11.249385,-0.38843668,-12.673865,TRAIN,Curly,Curly,99.9820649623871,Correct,1
118,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110063-malamute/n02110063_17548.jpg,10.136694,4.816912,-9.814511,TRAIN,Malamute,Malamute,99.6078312397003,Correct,1
119,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091635-otterhound/n02091635_4330.jpg,-8.47959,3.1697571,1.0452532,TRAIN,Otterhound,Otterhound,99.8533368110657,Correct,1
120,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110806-basenji/n02110806_1667.jpg,-2.8410797,-9.837693,6.9871154,TRAIN,Basenji,Basenji,99.8099148273468,Correct,1
121,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02104365-schipperke/n02104365_169.jpg,-0.3809778,-4.902168,-16.041405,TRAIN,Schipperke,Schipperke,99.9560654163361,Correct,1
122,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02095570-Lakeland_terrier/n02095570_315.jpg,-1.8204869,6.696335,5.8586545,TRAIN,Lakeland Terrier,Lakeland Terrier,98.0253100395202,Correct,1
123,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02115913-dhole/n02115913_4320.jpg,-4.7089543,-7.692504,11.799869,TRAIN,Dhole,Dhole,99.6766686439514,Correct,1
124,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088238-basset/n02088238_9751.jpg,4.987287,-13.498864,2.383048,TRAIN,Basset,Basset,99.5502769947052,Correct,1
125,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02106550-Rottweiler/n02106550_12642.jpg,-8.584462,-13.23881,-6.4268394,TRAIN,Rottweiler,Rottweiler,99.8950719833374,Correct,1
126,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02094258-Norwich_terrier/n02094258_1291.jpg,-3.8776343,9.576253,11.893983,TRAIN,Norwich Terrier,Norwich Terrier,99.5156526565552,Correct,1
127,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088238-basset/n02088238_1261.jpg,5.907008,-13.066052,3.5391119,TRAIN,Basset,Basset,99.8079657554626,Correct,1
